family,setting,frame,outcome,rmse,rmse_mcse,mean_bias,mean_absolute_bias,n
mixed_factor,NN=200;a=0,aug-d-balance (individual),MCPanel,0.08358503336590448,0.005046695570289155,-0.0030446592929342397,0.064976165103347,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),VAR,0.21235952178118953,0.01202683109566321,-0.009843128151010138,0.16599664193089533,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),fe,0.08545329378612863,0.004636282992065221,-0.0036458853573595284,0.06584587839474774,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),gsynth,0.06634660545698898,0.0034150382682237163,-0.0008156173298134806,0.052121743622768814,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),ife,0.06600207401154023,0.003395946197620427,-0.0007010465560798085,0.05185843009241257,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),MCPanel,0.12440885007266306,0.007392720926788617,-0.008281863916861006,0.09690025240081797,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),VAR,0.24088766014930996,0.013118156428843246,-0.015546717911470456,0.18942743290171607,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),fe,0.08541616519487144,0.004632987608122141,-0.003634526507443913,0.06582122576682989,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),gsynth,0.05275530535218215,0.002403147019663121,-0.0011503753927884258,0.043377390412741405,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),ife,0.05267591204087451,0.002384502832426442,-0.0010902588511014471,0.04335860684621063,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),MCPanel,0.11952196571036139,0.007067037925381384,-0.007505033986626109,0.09322997216766929,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),VAR,0.24080936314320855,0.013090369898362651,-0.01573527719030447,0.18919199845151147,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),fe,0.08706015436273333,0.005584762828927414,-0.0024262538132538685,0.06662072708385462,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),gsynth,0.05296937083445894,0.0024465016555255867,-0.0010126932646954817,0.04322265795544721,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),ife,0.05282615446359938,0.002407618916764008,-0.0008508925977755505,0.04328249493474428,200
mixed_factor,NN=200;a=0,d-balance,fe,0.08714314487464876,0.0055900612481663255,-0.0024436927552886067,0.06668081064495152,200
mixed_factor,NN=200;a=0,outcome,MCPanel,0.13010982879003702,0.00780036997245088,-0.00905863561345483,0.10124516576088086,200
mixed_factor,NN=200;a=0,outcome,VAR,0.274828625127862,0.014813510920723746,-0.013738867362466161,0.21595896358083613,200
mixed_factor,NN=200;a=0,outcome,fe,0.41420837627223955,0.023070125584450173,-0.027758865110960772,0.32180700873528273,200
mixed_factor,NN=200;a=0,outcome,gsynth,0.053299837729571954,0.002461152784917738,-0.0018313381675009028,0.04381563474097292,200
mixed_factor,NN=200;a=0,outcome,ife,0.053198058413802735,0.0024390642134639526,-0.0017347188386986007,0.04376673320598441,200
mixed_factor,NN=200;a=0,u-balance,fe,0.10279552076562995,0.006781867173725219,-0.007517968543676741,0.07873428338681063,200
mixed_factor,NN=200;a=1,aug-d-balance,MCPanel,1.2395160793955446,0.020739796529308158,1.2079908975469764,1.2079908975469764,200
mixed_factor,NN=200;a=1,aug-d-balance,VAR,0.4158499763508733,0.020746461594230017,-0.09271765011686195,0.3328338827416459,200
mixed_factor,NN=200;a=1,aug-d-balance,fe,1.8070343799270474,0.021535084824854663,1.7809676008416817,1.7809676008416817,200
mixed_factor,NN=200;a=1,aug-d-balance,gsynth,0.1872106986040025,0.008096490526796276,0.13276694296036057,0.15572047663993496,200
mixed_factor,NN=200;a=1,aug-d-balance,ife,0.1580600283677723,0.006659384859348189,0.11041470420986138,0.13041215685838634,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),MCPanel,1.168799470213293,0.022117429346384915,1.1294808231738112,1.1294808231738112,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),VAR,0.40926469977256774,0.022514455973317356,-0.034996002152459134,0.3227340747522669,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),fe,1.550957369968005,0.02846538539690228,1.4938834281333526,1.4938834281333526,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),gsynth,0.20311797034971413,0.008480555583895665,0.12708870284095714,0.16563300270738693,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),ife,0.1859488336078267,0.007870014448334541,0.11075914833550246,0.1515230889886854,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),MCPanel,1.6090730427811886,0.021039547066316024,1.5836810651894342,1.5836810651894342,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),VAR,0.41779969967872865,0.025548852220224065,0.18897055258721365,0.318368253191678,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),fe,1.5377127480086241,0.02879314104921018,1.4788630671636853,1.4788630671636853,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),gsynth,0.08997459956553763,0.0037655585669948656,0.025892344813460363,0.07465033813560536,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),ife,0.090087753992567,0.003672058799591899,0.02562913487202792,0.07481080380316137,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),MCPanel,1.5066465181082778,0.020077031827900972,1.4820499226757802,1.4820499226757802,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),VAR,0.4333704117133548,0.025770398639389642,0.2266402801265759,0.33408402157234607,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),fe,1.7968935155606929,0.02175114125372253,1.770075833819693,1.770075833819693,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),gsynth,0.0909740913388434,0.0037767529108978055,0.02712084988184024,0.07574961572563045,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),ife,0.0904058435176876,0.0037018171563974653,0.02590268479903493,0.07488095901789465,200
mixed_factor,NN=200;a=1,d-balance,fe,1.8070343799270474,0.02153508482485467,1.7809676008416817,1.7809676008416817,200
mixed_factor,NN=200;a=1,outcome,MCPanel,1.6357024667769007,0.021016128743465142,1.6108014693856216,1.6108014693856216,200
mixed_factor,NN=200;a=1,outcome,VAR,0.40032620800173746,0.022505193040925013,-0.054163196218400864,0.3156220532004259,200
mixed_factor,NN=200;a=1,outcome,fe,4.158925458105261,0.030108728197049853,4.137417572140412,4.137417572140412,200
mixed_factor,NN=200;a=1,outcome,gsynth,0.09114846499099127,0.00370735741379807,0.02611617049729209,0.07552999955374137,200
mixed_factor,NN=200;a=1,outcome,ife,0.0906427163823236,0.003702612824786904,0.025496876596840256,0.07502334890743342,200
mixed_factor,NN=200;a=1,u-balance,fe,2.9094779063904666,0.03109163089160903,2.8758242164761314,2.8758242164761314,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,MCPanel,0.1223217157557845,0.005951935043684893,0.05629284244646371,0.09729124468477691,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,VAR,0.8013803775499807,0.020827517849650267,0.740510947605857,0.7406566300370275,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,fe,0.11571517548151698,0.005345886932785148,0.01037522280197829,0.09335104735139162,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,gsynth,0.11261884048854791,0.004968444871229718,0.006952219968240924,0.09195517644661551,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,ife,0.16309622905172336,0.01650224565649379,0.04015300584607975,0.1162708291883957,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),MCPanel,0.144860671642531,0.006600565065896175,0.0802024324456135,0.11833015378534045,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),VAR,0.8215380170438881,0.02260968525511331,0.7513384446259569,0.7529956812946594,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),fe,0.1331350090854369,0.006088136286369097,0.035033973923948934,0.1091912879837801,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),gsynth,0.1314014731468255,0.005953767443299511,0.017692392572805256,0.10701261210309321,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),ife,0.17729064542054615,0.01508611890462849,0.05280424691141121,0.1330444881102885,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),MCPanel,0.2889625269127026,0.009469797180296925,0.25476023047446644,0.2559914671722403,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),VAR,0.8782439778223606,0.022956480335027334,0.8135006167140731,0.8136651685161439,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),fe,0.13314697710338302,0.006087905393760587,0.035095466454320094,0.10919355759182345,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),gsynth,0.09910989168021414,0.005109836267737842,-0.007663385800779825,0.07899675483036742,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),ife,0.15658412207626787,0.017144152651819063,0.024124037961215716,0.1063819562429736,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),MCPanel,0.266741851984585,0.009649291117348396,0.22666387490527473,0.23071833526473398,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),VAR,0.8105923737794585,0.021001092764541887,0.7518156062888973,0.7518156062888973,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),fe,0.11556165383179741,0.005354865872477331,0.011479553463224636,0.09337962744715828,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),gsynth,0.09876596196926282,0.004922001180500166,-0.007206386789629459,0.07941861452989228,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),ife,0.1563426627853457,0.01723803180925064,0.024013039471752474,0.10623437771844026,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,d-balance,fe,0.11571517548151698,0.0053458869327851445,0.010375222801978312,0.09335104735139162,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,outcome,MCPanel,0.3187957268297957,0.009897495291893784,0.28441803604648513,0.28575346721758277,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,outcome,VAR,1.2319013675564114,0.029900758880058106,1.1504126329374034,1.1504126329374034,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,outcome,fe,1.8114936057939282,0.046151350411897836,1.686676269646471,1.686676269646471,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,outcome,gsynth,0.09934836756456963,0.0051713867149006795,-0.007456675681288299,0.07892471980511026,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,outcome,ife,0.15668376106604318,0.01733660256685256,0.02411862496225361,0.10596358159887459,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,u-balance,fe,0.11007156317902762,0.005475265762550048,0.007126863877338676,0.08687237744153467,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance,MCPanel,0.1503294075987173,0.006637878354136457,0.08535402678059544,0.12290346591604483,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance,VAR,0.8288238827425993,0.023199997172516824,0.7564133075866166,0.7582154467566328,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance,fe,0.146590337297509,0.006793588847533614,0.05794309169301941,0.12075975497690691,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance,gsynth,0.13769857517999642,0.00617974719684579,0.019241157253558964,0.1135394591031224,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance,ife,0.18278888585584827,0.015240132752892582,0.05447782175268195,0.13837676837612295,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (individual),MCPanel,0.145369169842316,0.006462900428239426,0.0827400653427847,0.11890802674669669,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (individual),VAR,0.8242625278919128,0.02286722988694175,0.7534442495933493,0.7549537625773914,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (individual),fe,0.13519216944401255,0.006130681407043387,0.04317979481316797,0.11176423222161239,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (individual),gsynth,0.13143204122026628,0.00587808001481533,0.018617261622286527,0.10810711664440603,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (individual),ife,0.17846596529755338,0.015556008051069466,0.05398395419131015,0.13378653730481355,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual individual),MCPanel,0.29156603349662663,0.009589517644237534,0.25658448594954747,0.2582426372088448,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual individual),VAR,0.8965074861346062,0.023278216503383395,0.8311008433383682,0.8311008433383682,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual individual),fe,0.1351461173041448,0.0061292542861737485,0.043073934226654176,0.11172511884639581,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual individual),gsynth,0.09950495882375426,0.005029245732067447,-0.007511485882429363,0.07945727695004164,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual individual),ife,0.15670352174906635,0.017171064772956452,0.023867377884212955,0.10681577993648894,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual),MCPanel,0.2759684509664029,0.009342073295045461,0.24137046217147834,0.24313041227080945,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual),VAR,0.8926166543934351,0.02299320855764741,0.8288903491412515,0.8289777520220706,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual),fe,0.14631804518067554,0.006781128982049031,0.05745048656606715,0.12055216620290966,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual),gsynth,0.09959123686929552,0.005112275498506006,-0.006791824453404286,0.07994172721531635,200
synthetic_control,NN=200;active=0.1;unitb=ridge,aug-d-balance (residual),ife,0.15551947693159127,0.017078892684376564,0.02442458161631876,0.10615853446141127,200
synthetic_control,NN=200;active=0.1;unitb=ridge,d-balance,fe,0.14659033729750906,0.006793588847533621,0.057943091693019436,0.12075975497690691,200
synthetic_control,NN=200;active=0.1;unitb=ridge,outcome,MCPanel,0.3187957268297957,0.009897495291893784,0.28441803604648513,0.28575346721758277,200
synthetic_control,NN=200;active=0.1;unitb=ridge,outcome,VAR,1.2319013675564114,0.029900758880058106,1.1504126329374034,1.1504126329374034,200
synthetic_control,NN=200;active=0.1;unitb=ridge,outcome,fe,1.8114936057939282,0.046151350411897836,1.686676269646471,1.686676269646471,200
synthetic_control,NN=200;active=0.1;unitb=ridge,outcome,gsynth,0.09934836756456963,0.0051713867149006795,-0.007456675681288299,0.07892471980511026,200
synthetic_control,NN=200;active=0.1;unitb=ridge,outcome,ife,0.15668376106604318,0.01733660256685256,0.02411862496225361,0.10596358159887459,200
synthetic_control,NN=200;active=0.1;unitb=ridge,u-balance,fe,0.192302517616667,0.007774571166163046,0.15385110723212014,0.16105642069628978,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance,MCPanel,0.13093323669921197,0.007341569121955653,0.0548972754741194,0.1025258711479528,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance,VAR,0.5769845304842283,0.010764361883548963,0.5576458525807176,0.5576458525807176,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance,fe,0.1301395477083712,0.007645605180200328,0.022994188352230757,0.09964239924704968,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance,gsynth,0.12478560558316261,0.007484508041905731,0.0211707716948263,0.09557767780450266,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance,ife,0.1517316188811548,0.019089781327950067,0.03741937886433226,0.10619357199553253,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (individual),MCPanel,0.1367628489181648,0.008428025045042314,0.064418659639909,0.10440613381859407,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (individual),VAR,0.5935424217765678,0.014107037324921783,0.5611850129480505,0.5612553681827744,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (individual),fe,0.13527079768682032,0.008826622975504102,0.031010559164860726,0.09941899584301878,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (individual),gsynth,0.13481778184888352,0.008792322100794454,0.019320426426576755,0.0981950294716754,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (individual),ife,0.16183055964643997,0.01747563326938332,0.0364029937503677,0.1097143455005887,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual individual),MCPanel,0.2153848577125312,0.006594713911085563,0.1926220497567735,0.194480082951981,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual individual),VAR,0.6241231183683776,0.01122853176666032,0.6048033804370309,0.6048033804370309,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual individual),fe,0.13531741431361816,0.008828397117767953,0.031070472550619024,0.09946614025438251,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual individual),gsynth,0.0994076550978146,0.005721895702396754,0.008580472896451799,0.07806517358627856,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual individual),ife,0.1338896281321843,0.016018132582618617,0.02192010820644914,0.09485605346090287,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual),MCPanel,0.20615402513764178,0.0072676566082706786,0.176467592240288,0.18024775684775712,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual),VAR,0.5794333484041937,0.010079362485665403,0.5622989712947531,0.5622989712947531,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual),fe,0.13035515165588057,0.0077885185786008655,0.023497260552486382,0.09921868689210438,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual),gsynth,0.09923034441967189,0.005661588661109124,0.008381754551565727,0.07776675321672555,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,aug-d-balance (residual),ife,0.13327247660005526,0.01609577186102413,0.021439498356479413,0.09438877100500254,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,d-balance,fe,0.13013954770837122,0.007645605180200335,0.022994188352230792,0.09964239924704967,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,outcome,MCPanel,0.23557243973475375,0.006376587505974207,0.21677612315080716,0.21748422422243202,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,outcome,VAR,0.8806535121301525,0.01130618013952573,0.8661044450732456,0.8661044450732456,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,outcome,fe,1.270223332418117,0.013931172324563854,1.2548527309240356,1.2548527309240356,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,outcome,gsynth,0.09820676253023065,0.005422886075104674,0.007869388541925584,0.07804371305839092,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,outcome,ife,0.13253672046660278,0.015758625603047135,0.021026645412590937,0.09445007522655825,200
synthetic_control,NN=200;active=0.5;unitb=penSCM,u-balance,fe,0.12147091539779842,0.006724317042636485,0.022216263254072013,0.09404084449134238,200
synthetic_control,NN=200;active=0.5;unitb=ridge,aug-d-balance,MCPanel,0.14235926063741694,0.009059726947563932,0.06495495629522868,0.10792795721513013,200
synthetic_control,NN=200;active=0.5;unitb=ridge,aug-d-balance,VAR,0.5997255947018183,0.01559925057856242,0.5623172553107344,0.5634399806741441,200
synthetic_control,NN=200;active=0.5;unitb=ridge,aug-d-balance,fe,0.14697852681064777,0.010089601817473226,0.042253968988700735,0.10942565326990103,200
synthetic_control,NN=200;active=0.5;unitb=ridge,aug-d-balance,gsynth,0.14460461149049564,0.009735364698914239,0.0174168711425608,0.10649476532570848,200
