family,setting,frame,outcome,r_rmse,r_rmse_mcse,python_rmse,python_rmse_mcse,difference,relative_difference,combined_mcse,standardized_difference,within_three_mcse,n_r,n_python
classic_factor,NN=200;a=0,outcome,ife,0.0769564700369764,0.0112081556960205,0.1086460198804487,0.02591280267754246,0.0316895498434723,0.41178538761258104,0.028232890335767757,1.1224337808348783,True,200,200
classic_factor,NN=200;a=0,u-balance,fe,0.0642329263762733,0.00306616506879969,0.06724252314584574,0.003117310214883846,0.003009596769572437,0.04685442403701753,0.00437252686726412,0.6882969186774911,True,200,200
classic_factor,NN=200;a=1,aug-d-balance,MCPanel,1.58122936570773,0.028919034363186,1.7377767327505125,0.03414141087965092,0.15654736704278238,0.09900357939071955,0.04474311662537914,3.49880336574466,False,200,200
classic_factor,NN=200;a=1,aug-d-balance,VAR,1.04201124765582,0.0276029257197489,1.1319383435043133,0.029478524305927765,0.08992709584849323,0.08630146368458055,0.04038446364067683,2.226774549951311,True,200,200
classic_factor,NN=200;a=1,aug-d-balance,fe,0.614613298509424,0.0151475645420427,0.677445398392318,0.016176878861287467,0.06283209988289395,0.10223029673337036,0.022161681372317367,2.8351684525786425,True,200,200
classic_factor,NN=200;a=1,aug-d-balance,gsynth,0.146566197642119,0.00702181298089245,0.15633545319016542,0.007264482891749337,0.009769255548046418,0.0666542197669663,0.010103393945756472,0.9669281036150832,True,200,200
classic_factor,NN=200;a=1,aug-d-balance,ife,1.62194329519566,0.0922448193977242,1.818507224916736,0.09657354416557552,0.19656392972107595,0.121190383352683,0.13354982642601645,1.4718396495256238,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (individual),MCPanel,1.52947394054697,0.0288935291588214,1.6980571859917812,0.034549022825019565,0.1685832454448113,0.11022302569243031,0.04503855021440394,3.7430877468808057,False,200,200
classic_factor,NN=200;a=1,aug-d-balance (individual),VAR,1.04708931912427,0.0273669644496292,1.1428933381521782,0.029883906232399293,0.09580401902790814,0.09149555561127636,0.04052158184096595,2.364271449320705,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (individual),fe,0.519252330498869,0.0159460730098902,0.5881672996449807,0.017043432833118613,0.06891496914611173,0.13271961452710676,0.0233400052950674,2.9526543920997304,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (individual),gsynth,0.171072129996673,0.00887701501140222,0.18036838952417805,0.007285494927684003,0.00929625952750504,0.05434116900096955,0.011483894455016979,0.8095040897422892,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (individual),ife,1.61651709699597,0.0922210848441471,1.824696105914215,0.09646699842159871,0.20817900891824515,0.12878243558642927,0.1334563984015158,1.5599027953078692,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual individual),MCPanel,2.35448095153652,0.0299186003240185,2.506288706122943,0.03544567707785993,0.15180775458642293,0.06447610225402509,0.04638446581406629,3.2728145494862324,False,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual individual),VAR,1.22386289377916,0.0262784810136819,1.3082354291876737,0.02903374848382388,0.08437253540851364,0.06893953222814045,0.039160147029963836,2.154551037409411,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual individual),fe,0.516311467799327,0.0160399186494489,0.5854684252038517,0.0170784088056829,0.06915695740452465,0.1339442598462749,0.023429704172587537,2.951678642423383,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual individual),gsynth,0.0891165172355088,0.00469398075362983,0.09096672985179204,0.00511458122955292,0.0018502126162832366,0.02076172491563677,0.006942074363556063,0.26652157833346357,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual individual),ife,1.61270157720145,0.092633673131683,1.7910739235179394,0.0974701737528509,0.17837234631648946,0.11060468274981303,0.13446721596462996,1.3265117823470685,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual),MCPanel,2.24264833136277,0.029049033807661,2.386161707888105,0.03420447266636268,0.1435133765253349,0.06399281354920565,0.04487529738667571,3.1980484784028786,False,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual),VAR,1.15166376688594,0.0257550309935659,1.23783375540935,0.02833434036531762,0.08616998852340996,0.07482217553514833,0.03829042263304504,2.2504318990996026,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual),fe,0.607787633896574,0.0151223210030975,0.670820716728099,0.01616930233571589,0.06303308283152498,0.10370905776317785,0.02213890084318802,2.8471640610342135,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual),gsynth,0.0897860196406337,0.00467367266211218,0.09196324020432035,0.005262911142504456,0.0021772205636866604,0.024248993021418384,0.0070385687356501895,0.30932717225010364,True,200,200
classic_factor,NN=200;a=1,aug-d-balance (residual),ife,1.61253679549048,0.0925725781186768,1.791090308850492,0.09742114905241708,0.17855351336001202,0.11072833429869239,0.13438959223924962,1.3286260519500552,True,200,200
classic_factor,NN=200;a=1,d-balance,fe,0.614613298510154,0.0151475645426816,0.6774453983923181,0.01617687886128747,0.0628320998821641,0.10223029673206144,0.02216168137275406,2.8351684524898424,True,200,200
classic_factor,NN=200;a=1,outcome,MCPanel,2.38194985215933,0.0299948965585072,2.532404311623362,0.03518554299343771,0.15045445946403202,0.0631644110087537,0.04623544371257402,3.254093556435687,False,200,200
classic_factor,NN=200;a=1,outcome,VAR,1.45941918992697,0.0296491530783488,1.550827997174202,0.032457918458704035,0.0914088072472321,0.06263368871544456,0.04396121869256175,2.0793055780935052,True,200,200
classic_factor,NN=200;a=1,outcome,fe,6.74526039240468,0.0316441075699058,6.857488990454288,0.03399313151082622,0.11222859804960805,0.016638141675891425,0.046442249448192065,2.4165194275269317,True,200,200
classic_factor,NN=200;a=1,outcome,gsynth,0.0883730599149826,0.00463082617103677,0.09085940923449855,0.0052022262586269,0.002486349319515954,0.028134697631924176,0.006964747595735707,0.3569905851345233,True,200,200
classic_factor,NN=200;a=1,outcome,ife,1.61265947900622,0.0926352670898286,1.7907786982764378,0.09747977413224043,0.17811921927021768,0.11045060757648681,0.13447527309389073,1.3245499724388343,True,200,200
classic_factor,NN=200;a=1,u-balance,fe,2.39301594710421,0.0326442792400016,2.47214586178786,0.034999891865189495,0.07912991468365016,0.0330670235521854,0.04786064560444371,1.6533398930227383,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance,MCPanel,0.0890344430822203,0.00464243299970302,0.08785296739408316,0.005764774381166509,-0.0011814756881371458,-0.013269872279047029,0.007401676014423037,-0.1596227240742369,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance,VAR,0.203267846178669,0.00848663581065818,0.2222424272271695,0.012695339396733845,0.0189745810485005,0.09334767601080479,0.015270711502120924,1.2425472805157214,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance,fe,0.0863295183458979,0.00423888751113803,0.08714314487464872,0.005590061248166323,0.0008136265287508188,0.009424661973565611,0.007015479462612145,0.11597589773969247,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance,gsynth,0.0745521744227029,0.00388316247413902,0.07005666507687397,0.0036508213582331574,-0.00449550934582893,-0.060300177434663,0.005329863730930921,-0.8434567134878209,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance,ife,0.0741082356624445,0.00386782748700734,0.06968346493116079,0.003606170128481672,-0.004424770731283709,-0.059706869172248156,0.005288152084121923,-0.8367328815238536,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),MCPanel,0.0863849046812577,0.00426752207343289,0.08358503336590448,0.005046695570289155,-0.002799871315353225,-0.032411580769628294,0.006609151293956973,-0.4236355306184723,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),VAR,0.199143893464158,0.00817018080349393,0.21235952178118953,0.01202683109566321,0.01321562831703152,0.0663622071816632,0.014539481440732069,0.9089477070350115,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),fe,0.0857504431799337,0.00406901876311982,0.08545329378612863,0.004636282992065221,-0.00029714939380506844,-0.003465281143580186,0.006168633047696579,-0.04817102776376471,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),gsynth,0.0709553559513511,0.00345828600882012,0.06634660545698898,0.0034150382682237163,-0.004608750494362129,-0.06495282043996808,0.004860270413488681,-0.948249809634355,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (individual),ife,0.0705427510753175,0.00343714676414541,0.06600207401154023,0.003395946197620427,-0.004540677063777268,-0.06436773438179709,0.00483181419918108,-0.9397457924907057,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),MCPanel,0.123891425448524,0.00656914152881131,0.12440885007266306,0.007392720926788617,0.0005174246241390623,0.004176436119496006,0.00988968872750461,0.05231960665253619,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),VAR,0.227593522222428,0.00990324800920243,0.24088766014930996,0.013118156428843246,0.013294137926881944,0.05841175881047059,0.01643655527242169,0.8088153330514273,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),fe,0.0857198610725202,0.00406772916262849,0.08541616519487144,0.004632987608122141,-0.0003036958776487658,-0.003542888122413484,0.006165305727821743,-0.04925885123235636,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),gsynth,0.0564266928929833,0.00244101846194522,0.05275530535218215,0.002403147019663121,-0.003671387540801152,-0.06506473005185977,0.0034254469386743023,-1.071798105920167,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual individual),ife,0.0561295742277535,0.00243529680698238,0.05267591204087451,0.002384502832426442,-0.0034536621868789877,-0.061530168977681474,0.0034083022600626695,-1.0133086573182872,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),MCPanel,0.119016057742685,0.00642518561343435,0.11952196571036139,0.007067037925381384,0.0005059079676763834,0.004250753866929168,0.009551232130246995,0.0529678224523793,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),VAR,0.226999832762621,0.00986409262647062,0.24080936314320855,0.013090369898362651,0.013809530380587548,0.06083498041616839,0.01639079337370681,0.8425175075869129,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),fe,0.0862548143797351,0.00423578539325434,0.08706015436273333,0.005584762828927414,0.0008053399829982266,0.009336753997901305,0.007009383264815539,0.1148945567066834,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),gsynth,0.0563113778218445,0.00244616315357437,0.05296937083445894,0.0024465016555255867,-0.003342006987385557,-0.05934869855180695,0.0034596364728673944,-0.9659994665900996,True,200,200
mixed_factor,NN=200;a=0,aug-d-balance (residual),ife,0.0559945491210736,0.00244462304184972,0.05282615446359938,0.002407618916764008,-0.003168394657474219,-0.0565839837485501,0.0034311529643987707,-0.9234198213688226,True,200,200
mixed_factor,NN=200;a=0,d-balance,fe,0.0863295183459004,0.00423888751113716,0.08714314487464876,0.0055900612481663255,0.0008136265287483624,0.009424661973536886,0.0070154794626116216,0.11597589773935098,True,200,200
mixed_factor,NN=200;a=0,outcome,MCPanel,0.128490577350752,0.00690124234499484,0.13010982879003702,0.00780036997245088,0.0016192514392850132,0.01260210260293874,0.010415033250617264,0.155472517496672,True,200,200
mixed_factor,NN=200;a=0,outcome,VAR,0.258823460404065,0.0113888780139848,0.274828625127862,0.014813510920723746,0.016005164723796983,0.061838152920180994,0.01868546622955467,0.8565568836854456,True,200,200
mixed_factor,NN=200;a=0,outcome,fe,0.398266766517199,0.0192095861527437,0.41420837627223955,0.023070125584450173,0.015941609755040553,0.04002746675161539,0.030020641143086616,0.531021628720668,True,200,200
mixed_factor,NN=200;a=0,outcome,gsynth,0.0563842679802684,0.00240997687366949,0.053299837729571954,0.002461152784917738,-0.003084430250696449,-0.054703738492727104,0.0034445988971620635,-0.8954395976952932,True,200,200
mixed_factor,NN=200;a=0,outcome,ife,0.0561154482055466,0.00240486123703778,0.053198058413802735,0.0024390642134639526,-0.0029173897917438643,-0.05198906691536506,0.0034252579182898635,-0.8517285008424814,True,200,200
mixed_factor,NN=200;a=0,u-balance,fe,0.0983827052478332,0.00534016186437622,0.10279552076562995,0.006781867173725219,0.00441281551779675,0.04485356960535438,0.008631978400099816,0.5112171640450031,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance,MCPanel,1.22573875378056,0.0192594332789977,1.2395160793955446,0.020739796529308158,0.013777325614984681,0.011240017966708746,0.028303090472689845,0.4867781357049566,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance,VAR,0.403568341513179,0.0207615191913327,0.4158499763508733,0.020746461594230017,0.012281634837694289,0.03043260229889271,0.029350576618065564,0.4184461176866564,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance,fe,1.79058352198836,0.0225323438903863,1.8070343799270474,0.021535084824854663,0.016450857938687502,0.009187428420216661,0.03116835574117304,0.5278064096578604,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance,gsynth,0.194838332023009,0.00787738968998152,0.1872106986040025,0.008096490526796276,-0.007627633419006491,-0.03914852554837989,0.011296301482269717,-0.6752328123482327,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance,ife,0.162472506081637,0.00630728174934578,0.1580600283677723,0.006659384859348189,-0.004412477713864688,-0.027158304012665165,0.009172197652174002,-0.48107093645314525,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),MCPanel,1.15388711673108,0.0208778328919279,1.168799470213293,0.022117429346384915,0.01491235348221287,0.012923580882382171,0.030414874439254145,0.49029804518826614,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),VAR,0.389230531846265,0.0205239048942832,0.40926469977256774,0.022514455973317356,0.02003416792630275,0.051471213810677305,0.03046524905337272,0.6576072262269861,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),fe,1.52715590315544,0.0294551806220447,1.550957369968005,0.02846538539690228,0.02380146681256501,0.015585485911023192,0.04096200472720366,0.5810620591222674,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),gsynth,0.207100960223297,0.00932019940093711,0.20311797034971413,0.008480555583895665,-0.003982989873582865,-0.019232116882936665,0.01260102931846333,-0.3160844858718718,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (individual),ife,0.18824526439423,0.00842084513998242,0.1859488336078267,0.007870014448334541,-0.002296430786403292,-0.012199142399641054,0.01152596027620085,-0.1992398664729941,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),MCPanel,1.60087354019844,0.0199779789923907,1.6090730427811886,0.021039547066316024,0.008199502582748597,0.0051218927522109015,0.029013482820511766,0.28261007592483056,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),VAR,0.440689160526396,0.0231497977201598,0.41779969967872865,0.025548852220224065,-0.022889460847667353,-0.05194014942488321,0.03447690508521848,-0.6639070644853475,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),fe,1.51391932194891,0.0297990163788193,1.5377127480086241,0.02879314104921018,0.02379342605971413,0.015716442557245518,0.041437016647254576,0.5742070251404204,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),gsynth,0.0899609153265953,0.00421358956442113,0.08997459956553763,0.0037655585669948656,1.3684238942338056e-05,0.00015211315817161946,0.005650997110144994,0.00242156183689624,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual individual),ife,0.0903056488563826,0.00425678318902957,0.090087753992567,0.003672058799591899,-0.00021789486381561252,-0.0024128597333057332,0.0056217629749096545,-0.03875916946126926,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),MCPanel,1.49611782804439,0.0189112331561506,1.5066465181082778,0.020077031827900972,0.01052869006388768,0.0070373401523127176,0.027581188272169103,0.381734461909014,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),VAR,0.458681992603,0.0239050580629891,0.4333704117133548,0.025770398639389642,-0.025311580889645247,-0.05518328885335817,0.035150608060571804,-0.7200894176859794,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),fe,1.78040700849898,0.0227479635353286,1.7968935155606929,0.02175114125372253,0.01648650706171284,0.009259965268060943,0.03147351252790241,0.5238216435835357,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),gsynth,0.091422253059371,0.00421538149547904,0.0909740913388434,0.0037767529108978055,-0.0004481617205275984,-0.004902107589019441,0.005659797143220078,-0.07918335395897631,True,200,200
mixed_factor,NN=200;a=1,aug-d-balance (residual),ife,0.0907291477238437,0.00425771121753715,0.0904058435176876,0.0037018171563974653,-0.00032330420615610256,-0.0035633995718791253,0.005641946035840851,-0.05730366864594066,True,200,200
mixed_factor,NN=200;a=1,d-balance,fe,1.79058352199517,0.0225323438904824,1.8070343799270474,0.02153508482485467,0.016450857931877394,0.00918742841637843,0.031168355741242517,0.5278064094381896,True,200,200
mixed_factor,NN=200;a=1,outcome,MCPanel,1.62494253890176,0.0197961831323698,1.6357024667769007,0.021016128743465142,0.010759927875140685,0.006621728225794945,0.028871552330490033,0.372682693052759,True,200,200
mixed_factor,NN=200;a=1,outcome,VAR,0.414180565442466,0.0197078222812537,0.40032620800173746,0.022505193040925013,-0.013854357440728549,-0.03345004231651488,0.029914577932486017,-0.4631306339001788,True,200,200
mixed_factor,NN=200;a=1,outcome,fe,4.16149958340748,0.0286119077888173,4.158925458105261,0.030108728197049853,-0.002574125302218455,-0.0006185571452372306,0.04153524745273114,-0.06197447854735711,True,200,200
mixed_factor,NN=200;a=1,outcome,gsynth,0.0909644290829524,0.00425060046904081,0.09114846499099127,0.00370735741379807,0.00018403590803887926,0.002023163448550345,0.005640221923032237,0.03262919625331689,True,200,200
mixed_factor,NN=200;a=1,outcome,ife,0.0905867268610287,0.00426110465291761,0.0906427163823236,0.003702612824786904,5.598952129490242e-05,0.0006180764360853584,0.0056450291933162365,0.009918375862642924,True,200,200
mixed_factor,NN=200;a=1,u-balance,fe,2.89924163746563,0.030043029160528,2.9094779063904666,0.03109163089160903,0.010236268924836534,0.003530671190892719,0.04323509121813429,0.236758351524955,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,MCPanel,0.127098853479582,0.00666962403584016,0.1223217157557845,0.005951935043684893,-0.004777137723797495,-0.037586001706655256,0.008939206650687804,-0.5344028738198966,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,VAR,0.785572290286662,0.0223142785051043,0.8013803775499807,0.020827517849650267,0.015808087263318726,0.020123020451179894,0.03052396640315377,0.5178909927539894,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,fe,0.112501295901475,0.00647699050710275,0.11571517548151698,0.005345886932785148,0.0032138795800419756,0.028567489416802695,0.008398208923765955,0.38268630957096933,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,gsynth,0.108592874365156,0.00648052365530297,0.11261884048854791,0.004968444871229718,0.004025966123391914,0.03707394381931673,0.008165943380001496,0.49301910827003265,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance,ife,0.149068968986088,0.0124804344938829,0.16309622905172336,0.01650224565649379,0.014027260065635344,0.09409912848424175,0.020690223702593703,0.6779656067168043,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),MCPanel,0.144764521197608,0.0084012167455352,0.144860671642531,0.006600565065896175,9.61504449230044e-05,0.0006641851479048248,0.010684002152498382,0.008999478243321044,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),VAR,0.800008555157493,0.0236754805700576,0.8215380170438881,0.02260968525511331,0.02152946188639504,0.02691153956741958,0.03273723029760556,0.6576445744089027,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),fe,0.128621419215134,0.00755484574763323,0.1331350090854369,0.006088136286369097,0.004513589870302898,0.035092054634799225,0.00970263354517401,0.46519224386743024,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),gsynth,0.124209037302802,0.00771701712049358,0.1314014731468255,0.005953767443299511,0.007192435844023487,0.05790589799427771,0.009746778955474687,0.7379295125989858,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (individual),ife,0.165468116952677,0.0125038169608371,0.17729064542054615,0.01508611890462849,0.011822528467869159,0.07144898174704158,0.019594295654468078,0.6033658303595758,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),MCPanel,0.29815613817437,0.0114627800250006,0.2889625269127026,0.009469797180296925,-0.0091936112616674,-0.030834888451267507,0.014868503103457064,-0.6183279646711578,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),VAR,0.85513167221615,0.0238657442986095,0.8782439778223606,0.022956480335027334,0.02311230560621058,0.02702777403427589,0.033114554810522646,0.6979500626976963,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),fe,0.128611246209558,0.00755612685629361,0.13314697710338302,0.006087905393760587,0.00453573089382503,0.03526698502271373,0.009703486237006821,0.46743312486256905,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),gsynth,0.0897794381119989,0.00513398074869822,0.09910989168021414,0.005109836267737842,0.009330453568215241,0.10392639745167039,0.007243492597572869,1.2881152900386295,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual individual),ife,0.137624923070499,0.0133062552122236,0.15658412207626787,0.017144152651819063,0.018959199005768868,0.1377599244582824,0.021702036722890835,0.8736138108996525,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),MCPanel,0.27878289005865,0.0109997732791298,0.266741851984585,0.009649291117348396,-0.01204103807406498,-0.043191452931461476,0.014632287287351784,-0.8229088069145081,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),VAR,0.79581657553051,0.0225732946292325,0.8105923737794585,0.021001092764541887,0.01477579824894848,0.01856683902204297,0.030831794104836496,0.47923900239819783,True,200,200
synthetic_control,NN=200;active=0.1;unitb=penSCM,aug-d-balance (residual),fe,0.111706570343458,0.00643162087207382,0.11556165383179741,0.005354865872477331,0.003855083488339406,0.034510803406517576,0.00836901042861807,0.46063791187986075,True,200,200
